Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-05-25 00:00:00-04:00,3.6778003208195167,4.202548304166904,3.6686740570291647,4.1979851722717285,395343000,0.0,0.0
2006-05-26 00:00:00-04:00,4.225362599377039,4.265516932765394,4.025501730924349,4.100335597991943,103044000,0.0,0.0
2006-05-30 00:00:00-04:00,4.103989587941483,4.104902127842626,3.9105167684714695,4.015466690063477,49898000,0.0,0.0
2006-05-31 00:00:00-04:00,4.047406418887121,4.139579445772815,4.047406418887121,4.101250171661377,30002000,0.0,0.0
2006-06-01 00:00:00-04:00,4.100333892753721,4.389629569455051,4.097595841291688,4.335785865783691,62344000,0.0,0.0
2006-06-02 00:00:00-04:00,4.426134415551142,4.444386499186165,4.270078948164294,4.288331031799316,37253000,0.0,0.0
2006-06-05 00:00:00-04:00,4.2938083438962344,4.494581775893151,4.289245212449902,4.485455513000488,37188000,0.0,0.0
2006-06-06 00:00:00-04:00,4.561201540410778,4.620520938674463,4.3622536390147975,4.407883644104004,49045000,0.0,0.0
2006-06-07 00:00:00-04:00,4.410621436102872,4.417009645141051,4.266429810435252,4.344001293182373,25013000,0.0,0.0
2006-06-08 00:00:00-04:00,4.344001430349359,4.354952335357666,4.152354282824293,4.354952335357666,34439000,0.0,0.0
2006-06-09 00:00:00-04:00,4.453513809565993,4.453513809565993,4.351302030056206,4.3604278564453125,13372000,0.0,0.0
2006-06-12 00:00:00-04:00,4.3805073155017045,4.4033221087319205,4.225364284616227,4.284683704376221,14546000,0.0,0.0
2006-06-13 00:00:00-04:00,4.216237784683262,4.321187655394892,4.134103576261402,4.152355670928955,16716000,0.0,0.0
2006-06-14 00:00:00-04:00,4.097598176300351,4.147791753510293,4.055618322993149,4.11767578125,15971000,0.0,0.0
2006-06-15 00:00:00-04:00,4.143227755444514,4.208935357104132,4.118587459217668,4.193420886993408,16500000,0.0,0.0
2006-06-16 00:00:00-04:00,4.15235689042644,4.197986922914187,4.106726422774303,4.108551502227783,12280000,0.0,0.0
2006-06-19 00:00:00-04:00,4.147792814732845,4.147792814732845,4.024590841147849,4.0464935302734375,11509000,0.0,0.0
2006-06-20 00:00:00-04:00,4.082994355531635,4.106722104132268,3.967093663993737,4.017286777496338,23792000,0.0,0.0
2006-06-21 00:00:00-04:00,4.017289088677213,4.1870335816055535,4.015464010093007,4.134102821350098,18063000,0.0,0.0
2006-06-22 00:00:00-04:00,4.234488770099051,4.2846823436594885,4.18703324936184,4.252740859985352,13038000,0.0,0.0
2006-06-23 00:00:00-04:00,4.288333862414198,4.374119103770958,4.277382517971693,4.284683704376221,11612000,0.0,0.0
2006-06-26 00:00:00-04:00,4.284681501444251,4.334874629974365,4.237225990035098,4.334874629974365,8565000,0.0,0.0
2006-06-27 00:00:00-04:00,4.334875906429047,4.383243971121061,4.312060683046583,4.317536354064941,9826000,0.0,0.0
2006-06-28 00:00:00-04:00,4.275556614026582,4.325749758678792,4.243615561535559,4.285595417022705,8756000,0.0,0.0
2006-06-29 00:00:00-04:00,4.284682921877422,4.3887198047526965,4.284682921877422,4.38050651550293,14470000,0.0,0.0
