Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-06-30 00:00:00-04:00,4.348565027518289,4.38050651550293,4.252741433892781,4.38050651550293,25964000,0.0,0.0
2006-07-03 00:00:00-04:00,4.371380926924053,4.380507192090457,4.27190716056305,4.316624641418457,7029000,0.0,0.0
2006-07-05 00:00:00-04:00,4.325748770028601,4.365903537671515,4.262779218771676,4.344001293182373,13266000,0.0,0.0
2006-07-06 00:00:00-04:00,4.312059102215615,4.321185362288527,4.270079263241091,4.270991802215576,8097000,0.0,0.0
2006-07-07 00:00:00-04:00,4.2664300574462946,4.275555884387431,4.175169177050165,4.208935737609863,8380000,0.0,0.0
2006-07-10 00:00:00-04:00,4.21623619713421,4.250002755378903,4.208935449049008,4.242702007293701,4978000,0.0,0.0
2006-07-11 00:00:00-04:00,4.242703007102061,4.242703007102061,4.134102993854891,4.229926586151123,8079000,0.0,0.0
2006-07-12 00:00:00-04:00,4.234487611085892,4.234487611085892,4.156003602540086,4.15691614151001,7672000,0.0,0.0
2006-07-13 00:00:00-04:00,4.123151846766103,4.123151846766103,4.0428422896092675,4.081171989440918,16625000,0.0,0.0
2006-07-14 00:00:00-04:00,4.072045459946946,4.077521130994542,4.0063378425399865,4.010900974273682,9663000,0.0,0.0
2006-07-17 00:00:00-04:00,4.007250454584779,4.030978217833619,3.9926489549689705,4.014551639556885,6458000,0.0,0.0
2006-07-18 00:00:00-04:00,4.014550410783875,4.024588775510627,3.985346985326637,4.006336688995361,12483000,0.0,0.0
2006-07-19 00:00:00-04:00,4.007249999353019,4.147791484219335,3.9972116326941047,4.132277011871338,15840000,0.0,0.0
2006-07-20 00:00:00-04:00,4.143227186633098,4.177906278474369,4.115849276879275,4.15691614151001,8829000,0.0,0.0
2006-07-21 00:00:00-04:00,4.156917311651452,4.156917311651452,4.0857344651556495,4.132277011871338,8510000,0.0,0.0
2006-07-24 00:00:00-04:00,4.147792537697266,4.1550932885300735,4.105812676453297,4.106725215911865,5017000,0.0,0.0
2006-07-25 00:00:00-04:00,4.1249769044190385,4.234489461621013,4.121326311779952,4.205286026000977,6900000,0.0,0.0
2006-07-26 00:00:00-04:00,4.21076351112154,4.366819124661218,4.179734983398843,4.260044574737549,10338000,0.0,0.0
2006-07-27 00:00:00-04:00,4.28011958746542,4.304759889212958,4.245440483093262,4.245440483093262,6009000,0.0,0.0
2006-07-28 00:00:00-04:00,4.244528364067269,4.270993747034604,4.2217131386599895,4.225363731384277,4339000,0.0,0.0
2006-07-31 00:00:00-04:00,4.22536466605071,4.235403036725622,4.18520987785808,4.186122417449951,4616000,0.0,0.0
2006-08-01 00:00:00-04:00,4.190684938399803,4.190684938399803,4.079346856333511,4.106725215911865,7390000,0.0,0.0
2006-08-02 00:00:00-04:00,4.379592357406584,4.567589336479865,4.317535347222367,4.5648512840271,53372000,0.0,0.0
2006-08-03 00:00:00-04:00,4.483633021293629,4.584932334992571,4.4398276303982485,4.562117099761963,21689000,0.0,0.0
2006-08-04 00:00:00-04:00,4.590404980003279,4.699917514654092,4.562114089577706,4.56758975982666,14216000,0.0,0.0
2006-08-07 00:00:00-04:00,4.6086572550926075,4.681665614472712,4.585842033995289,4.6634135246276855,6918000,0.0,0.0
2006-08-08 00:00:00-04:00,4.663412183349847,4.806691243247637,4.658849053409989,4.79756498336792,14073000,0.0,0.0
2006-08-09 00:00:00-04:00,4.836808557160882,4.9736990123247145,4.745547673499468,4.823119163513184,15043000,0.0,0.0
2006-08-10 00:00:00-04:00,4.763800640517782,4.919856188495321,4.754674811569481,4.887915134429932,8725000,0.0,0.0
2006-08-11 00:00:00-04:00,4.8824382128330805,4.969135959045967,4.859622993557894,4.898865222930908,9078000,0.0,0.0
2006-08-14 00:00:00-04:00,4.90525407868121,4.9773499025888865,4.884264370092933,4.949059009552002,6314000,0.0,0.0
2006-08-15 00:00:00-04:00,4.991952491299043,5.012942639635313,4.951798143883659,4.972787857055664,8553000,0.0,0.0
2006-08-16 00:00:00-04:00,4.987387818051067,5.058571090036981,4.942669920702128,4.952708721160889,15344000,0.0,0.0
2006-08-17 00:00:00-04:00,4.946321160482649,4.949971317372112,4.854147736397295,4.878788471221924,10216000,0.0,0.0
2006-08-18 00:00:00-04:00,4.845932859421275,4.896125981508043,4.787526016697904,4.87787389755249,9343000,0.0,0.0
2006-08-21 00:00:00-04:00,4.864186712563998,5.0695228405391966,4.818556703660713,4.951797008514404,12487000,0.0,0.0
2006-08-22 00:00:00-04:00,4.94632137137536,5.064960178624241,4.94632137137536,5.040319442749023,9761000,0.0,0.0
2006-08-23 00:00:00-04:00,5.063134871475232,5.08777517319142,4.977350085117824,4.982825756072998,10439000,0.0,0.0
2006-08-24 00:00:00-04:00,5.010203849146738,5.096901612968459,5.002903099341804,5.078649520874023,5420000,0.0,0.0
2006-08-25 00:00:00-04:00,5.087776226760484,5.0969024919636885,5.012942766817022,5.019330978393555,8016000,0.0,0.0
2006-08-28 00:00:00-04:00,5.005640842544359,5.06039711543713,4.998340093191492,5.021154880523682,3748000,0.0,0.0
2006-08-29 00:00:00-04:00,5.042147513542233,5.078651713491141,5.033933785696876,5.051273345947266,3211000,0.0,0.0
2006-08-30 00:00:00-04:00,5.063134483138748,5.090512835814729,5.034844026398415,5.042144775390625,5801000,0.0,0.0
2006-08-31 00:00:00-04:00,5.042145340242747,5.126105050969232,5.042145340242747,5.101464748382568,7023000,0.0,0.0
2006-09-01 00:00:00-04:00,5.107851630134623,5.247480120191629,5.107851630134623,5.160782814025879,20559000,0.0,0.0
2006-09-05 00:00:00-04:00,5.1927249815937015,5.223753493301359,5.133405576050746,5.188161849975586,4618000,0.0,0.0
2006-09-06 00:00:00-04:00,5.192725805823665,5.373421669006348,5.162609828626551,5.373421669006348,15694000,0.0,0.0
2006-09-07 00:00:00-04:00,5.339654011398291,5.555028940256021,5.338741472148511,5.486583709716797,26549000,0.0,0.0
2006-09-08 00:00:00-04:00,5.5668916600770135,5.589706877220934,5.410836166635737,5.452816009521484,15176000,0.0,0.0
2006-09-11 00:00:00-04:00,5.452817103906815,5.657240689842447,5.439128144938705,5.646289348602295,17064000,0.0,0.0
2006-09-12 00:00:00-04:00,5.565979994183554,5.671842374646681,5.565979994183554,5.667279243469238,16992000,0.0,0.0
2006-09-13 00:00:00-04:00,5.658152520767604,5.6855308704406164,5.557766254016138,5.5988335609436035,12355000,0.0,0.0
2006-09-14 00:00:00-04:00,5.55320600956242,5.772231180131334,5.539517045192945,5.730251312255859,13010000,0.0,0.0
2006-09-15 00:00:00-04:00,5.7302494247890365,5.95018749768037,5.7302494247890365,5.929197788238525,19314000,0.0,0.0
2006-09-18 00:00:00-04:00,5.99946866473764,6.1646504785354415,5.8680534192753635,5.942887306213379,23656000,0.0,0.0
2006-09-19 00:00:00-04:00,5.931935579331389,6.036884999933052,5.868053039510247,5.917334079742432,17263000,0.0,0.0
2006-09-20 00:00:00-04:00,5.9410594235971,6.087076100681776,5.886302734526323,6.073387145996094,13476000,0.0,0.0
2006-09-21 00:00:00-04:00,6.162826298034367,6.351735917446986,6.1153711934492145,6.30154275894165,29063000,0.0,0.0
2006-09-22 00:00:00-04:00,6.296978069132899,6.3426080832669784,5.93923653028093,6.016808032989502,29874000,0.0,0.0
2006-09-25 00:00:00-04:00,5.954748228163864,5.995815526349631,5.67640340053323,5.877176761627197,35677000,0.0,0.0
2006-09-26 00:00:00-04:00,5.78591855833793,6.144572171606079,5.727511692525093,6.023195743560791,39969000,0.0,0.0
2006-09-27 00:00:00-04:00,6.114456419589281,6.196591050398383,5.973002816711601,6.191115379333496,19633000,0.0,0.0
2006-09-28 00:00:00-04:00,6.173775649588364,6.288763868321563,6.173775649588364,6.265036106109619,13395000,0.0,0.0
2006-09-29 00:00:00-04:00,6.248609788695449,6.429305630679594,6.165562617496188,6.42017936706543,20056000,0.0,0.0
2006-10-02 00:00:00-04:00,6.420179409776452,6.420179409776452,6.357209844043761,6.38458776473999,17393000,0.0,0.0
2006-10-03 00:00:00-04:00,6.24222077429862,6.470372113298843,6.24222077429862,6.359034061431885,16733000,0.0,0.0
2006-10-04 00:00:00-04:00,6.388237162724347,6.425653879433656,6.274161499104269,6.35355806350708,13679000,0.0,0.0
2006-10-05 00:00:00-04:00,6.376403077889852,6.6615043138258505,6.306041380348192,6.633176803588867,25756000,0.009,0.0
2006-10-06 00:00:00-04:00,6.615814107222143,6.931070696415665,6.580176837773476,6.867105484008789,35410000,0.0,0.0
2006-10-09 00:00:00-04:00,6.570126175712002,6.691659708078253,6.483316198502225,6.652367115020752,37084000,0.0,0.0
2006-10-10 00:00:00-04:00,6.5015921690156455,6.69348741110007,6.442196416885782,6.571040153503418,26764000,0.0,0.0
2006-10-11 00:00:00-04:00,6.483316253687285,6.487885291627204,6.239335466443334,6.3508172035217285,35483000,0.0,0.0
2006-10-12 00:00:00-04:00,6.314266256983257,6.471437514091403,6.279542698861205,6.433972358703613,15117000,0.0,0.0
2006-10-13 00:00:00-04:00,6.487884976387678,6.551850197256213,6.380058126318459,6.404730319976807,11321000,0.0,0.0
2006-10-16 00:00:00-04:00,6.396506943832329,6.55276447408891,6.38280026524209,6.515299320220947,8802000,0.0,0.0
